question,answer_llm,answer_orig,document
"What kind of vectors can cosine similarity compare, and what does the angle between them tell us?","Cosine similarity can compare **two non-zero vectors**.

The **angle between them** tells us how similar they are:
- **Smaller angle** → more similar / more aligned
- **Angle of 0°** → identical direction
- **Angle of 90°** → no similarity
- **Opposite direction** → completely opposite vectors","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why can cosine similarity be computed with a matrix multiply once the embeddings are normalized?,"Because once the embeddings are normalized to unit length, their magnitudes are 1, so cosine similarity becomes just the dot product. That means you can compute all query-document similarities efficiently with a matrix multiply between the embedding matrix and the normalized query vector.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"What changes when the vectors are unit length, and why does that make cosine similarity easier to calculate?","When the vectors are **unit length**, their magnitudes are all 1, so the cosine similarity formula simplifies.

Normally, cosine similarity is:

\[
\frac{u \cdot v}{\|u\| \|v\|}
\]

If both vectors are normalized to unit length, then \(\|u\| = \|v\| = 1\), so it becomes:

\[
u \cdot v
\]

That makes cosine similarity easier because you no longer need to compute the vector norms separately — you can just use the **dot product** directly, which is fast and can be done efficiently with **matrix multiplication**.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing the document embeddings and query help turn cosine similarity into a dot product?,"Normalizing makes each vector have unit length, so the magnitude no longer affects the similarity. Then cosine similarity becomes just the dot product of the query vector with each document embedding:

- cosine similarity = \(\frac{a \cdot b}{\|a\|\|b\|}\)
- if both vectors are normalized, \(\|a\| = \|b\| = 1\)
- so cosine similarity = \(a \cdot b\)

That’s why, after normalization, you can compute cosine similarity efficiently as a matrix multiplication between the embeddings and the query.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"Why do we say cosine similarity ignores vector size, and how does that connect to matrix multiplication?","We say cosine similarity ignores vector size because it measures **the angle between vectors**, not their length. So two vectors pointing in the same direction have cosine similarity 1 even if one is much longer.

That connects to matrix multiplication like this:

- If vectors are **normalized to unit length**, their magnitudes become 1.
- Then **cosine similarity = dot product**.
- So for many embeddings, you can compute similarity by doing a **matrix multiplication** between the document embedding matrix and the query vector.

In short:  
**normalize first → cosine similarity becomes dot product → dot products can be computed efficiently with matrix multiplication.**","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"In vector search, why is it enough to compare normalized embeddings with the query using dot products?","Because if the embeddings and the query are all **normalized to unit length**, then **cosine similarity = dot product**.

So you don’t need to compute cosine separately: comparing normalized vectors with a dot product gives the same ranking, and it’s efficient to do with matrix multiplication.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why am I getting `JSONDecodeError: Expecting value` when I try to parse the LLM output with `json.loads`?,"The `JSONDecodeError: Expecting value` usually happens because the LLM output is **not pure JSON**. It may wrap the JSON in a markdown code fence or add extra prose before/after it, so `json.loads(response)` fails right at the start.

To fix it, force the model to return JSON:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also make your prompt explicit about the format, for example:

```text
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

So the error is happening because the model’s output contains non-JSON text.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
How can I make the model return only valid JSON instead of wrapping it in a code block or extra text?,"Use the model/provider’s JSON-only response mode and make the prompt explicit.

For example with OpenAI:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

And in the prompt, specify something like:

```text
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Other providers have similar options too, like Gemini’s `response_mime_type=""application/json""` or Groq’s `response_format`.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
What should I add to my prompt so the LLM outputs a JSON object with a `questions` list and nothing else?,"Add something like:

> Output a JSON object with a single key `""questions""` whose value is a list of 5 strings. Do not include any extra text, explanation, or formatting.

If you're using OpenAI, also set `response_format={""type"": ""json_object""}`.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
Can I force structured JSON output with OpenAI when generating ground-truth questions for evaluation?,"Yes. You can force structured JSON output with OpenAI by using `response_format={""type"": ""json_object""}` and also instructing the model in the prompt to return only the desired JSON shape.

Example:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

It also helps to be explicit in the prompt, for example:

```text
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

This avoids issues like `JSONDecodeError` caused by markdown fences or extra prose.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
Do other LLM APIs like Gemini or Groq have a way to return JSON directly?,"Yes. The context says most providers have an equivalent JSON mode. Examples given:

- **Gemini**: `response_mime_type=""application/json""`
- **Groq**: `response_format`

So, yes—other LLM APIs like Gemini or Groq can return JSON directly.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
Why does my Jupyter kernel die when I try to embed the ground-truth data in Module 4?,"Your Jupyter kernel likely dies because the notebook runs out of RAM when the embedding model is loaded together with the rest of the notebook state, especially on small-RAM machines like default Codespaces or low-end laptops.

Workarounds:
- Use a smaller embedder like `sentence-transformers/all-MiniLM-L6-v2` (384-dim)
- Run the embedding step in a separate Python script, save the vectors, then load them back into the notebook
- Use a Codespaces machine type with more RAM or run locally
- Batch the ground-truth embedding and free memory between batches with `del` and `gc.collect()`

If you switch embedding models, re-run the evaluation because your hit-rate / MRR will change.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
What can I do on a low-RAM machine if the notebook crashes while loading the embedding model?,"On a low-RAM machine, you can:

- Switch to a smaller embedding model, like `sentence-transformers/all-MiniLM-L6-v2`
- Move the embedding step into a separate Python script and load the saved vectors back into the notebook
- Use a Codespaces machine type with more RAM, or run locally
- Process the ground-truth set in batches and free memory between batches with `del` and `gc.collect()`

","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
"Is there a smaller embedding model I can swap in to avoid memory issues, and will that affect my eval results?","Yes — a common smaller drop-in embedder is `sentence-transformers/all-MiniLM-L6-v2` (384-dim), which can help avoid memory issues.

But yes, switching embedding models will change your eval results, including hit-rate and MRR. You should re-run the evaluation after swapping models.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
Would it help if I move the embedding part out of the notebook and run it as a separate script?,"Yes — that’s one of the recommended workarounds. Move the embedding step into a separate Python script, run it from the terminal, then load the saved vectors back into the notebook. This can help avoid kernel crashes on small-RAM machines.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
How can I handle the ground-truth embeddings in batches so I don’t run out of memory?,"Process the ground-truth set in batches, and free memory between batches using `del` and `gc.collect()`.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
Why does adding `time.sleep(4)` still not prevent me from hitting Gemini limits while creating the ground-truth dataset?,"Because `time.sleep(4)` only reduces the **request rate per minute**. Gemini free-tier also has a **per-day quota**, and a long `tqdm` loop can still consume that entire daily allowance in one run.

So the sleep helps with one limit, but not the other. Other fixes from the course context are:

- use `gpt-4o-mini` instead,
- use Groq’s free tier,
- lower thread-pool concurrency,
- save progress and resume later.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
What can I do if the free Gemini quota runs out in the middle of a long `tqdm` loop?,"Resume from where you stopped, and save progress periodically so you don’t lose work. For example, dump partial results to a JSONL file during the loop.  

If you want to avoid the limit altogether, you can also switch to a provider with higher/free limits, like Groq’s free tier or a paid OpenAI model such as `gpt-4o-mini`.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
"Is it worth switching to OpenAI `gpt-4o-mini` instead of Gemini for dataset generation, and why?","Yes — if you’re hitting rate limits or generating a ground-truth dataset, it’s worth switching to OpenAI `gpt-4o-mini`.

Why:
- It’s **cheap enough** to use for generating the whole dataset.
- It generally has **higher rate limits** than free-tier Gemini.
- The course notes suggest spending about **$5 on OpenAI** can be a practical solution for this task.

If you want to avoid paying, another option is **Groq’s free tier** (`llama-3.3-70b-versatile`), which has generous request-per-minute limits.

So the tradeoff is:
- **Gemini**: good free tier, but you may hit per-minute and per-day limits.
- **gpt-4o-mini**: small cost, but easier for full dataset generation.
- **Groq free tier**: useful free alternative if you want to stay on free credits.

","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
"Can I use Groq’s free tier for this task, and which model should I pick?","Yes — you can use Groq’s free tier for this task.

For the model, pick one of the Groq models that supports tool use, such as **Deepseek R1** or **Llama 4**. Both are mentioned as free for development and tool-use capable.

If you’re using Groq with the course code, you’ll usually just need to adjust the **base URL**, **API key**, and **model name**.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
How should I change my thread pool or save progress so I can continue after a rate-limit error?,"Lower the concurrency in your thread pool to about 2–3 workers, and save partial results periodically so you can resume after a rate-limit error.

The context suggests:
- **Use a smaller pool size** instead of pushing the API hard.
- **Dump progress to disk** as you go, e.g. JSONL, so a failed run doesn’t lose everything.
- Then **restart from the saved checkpoint** / partial file and continue where you stopped.

I don't know.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
How do I fix the WinError 126 message when torch tries to load fbgemm.dll on Windows?,"Install the **Visual C++ Redistributable**. If that doesn’t fix it, install **Visual Studio** itself, not just **Visual Studio Code**.

For more details, see:  
https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"If I get ""The specified module could not be found"" for fbgemm.dll in Python on Windows, what should I install?","Install the **Visual C++ Redistributable**.  
If that doesn’t fix it, the context also says to install **Visual Studio** (not Visual Studio Code).","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
Does this torch fbgemm.dll import error usually mean I need Visual C++ Redistributable or Visual Studio on Windows?,"Yes — in the context, that `torch\lib\fbgemm.dll` WinError 126 import error is usually resolved by installing **Visual C++ Redistributable** or **Visual Studio** on Windows.

More specifically:
- **Solution 1:** Install **Visual C++ Redistributable**
- **Solution 2:** Install **Visual Studio** (**not** Visual Studio Code)

","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
I'm seeing a missing dependency error for fbgemm.dll in PyTorch on Windows 10/11 — what’s the workaround?,"Install the **Visual C++ Redistributable** or, alternatively, **Visual Studio** (not Visual Studio Code). This is the workaround for the `fbgemm.dll` missing dependency error on Windows 10/11.","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
What can I do when Python says it can’t load torch\lib\fbgemm.dll because a module is missing?,"Install the **Visual C++ Redistributable** first. If that doesn’t fix it, install **Visual Studio** too — **not** Visual Studio Code.

If you want, I can also point you to the PyTorch forum link from the course notes.","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"Why am I getting a psycopg2 OperationalError that says it can’t translate host name ""postgres"" when I run prep.py?","Because `prep.py` is trying to connect to a PostgreSQL host named `postgres`, but in your setup that hostname isn’t resolvable.

To fix it, update your `.env` file and set:

```ini
POSTGRES_HOST=localhost
```

Then run `prep.py` again.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
"How do I fix the ""could not translate host name postgres to address"" error in prep.py?","Update your `.env` file and change:

```ini
POSTGRES_HOST=localhost
```

Then rerun `python prep.py`.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
What should I change in my .env file if postgres host is not found when running the monitoring prep script?,"Change `POSTGRES_HOST` in your `.env` file to `localhost`:

```ini
POSTGRES_HOST=localhost
```

","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
Is there a reason I need to set POSTGRES_HOST to localhost instead of postgres for this error?,"Yes — the error happens because `postgres` is being used as a hostname, but your Python script is running on your local machine and can’t resolve that name.

So for this setup, use:

```ini
POSTGRES_HOST=localhost
```

`postgres` would only work if you were running inside a Docker network where a service/container is actually named `postgres`.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
My python prep.py crashes with OperationalError about postgres host resolution — what’s the correct env setting to use?,"Set `POSTGRES_HOST=localhost` in your `.env` file.

```ini
POSTGRES_HOST=localhost
```

","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This tells Pandas not to truncate text in columns.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
Is there a setting to stop Pandas from truncating long strings in DataFrame columns?,"Yes — use:

```python
pd.set_option('display.max_colwidth', None)
```

By default, Pandas truncates text in columns to 50 characters, and setting `display.max_colwidth` to `None` allows unlimited width.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the whole Explanation text from the judge LLM?","Use Pandas to stop truncating the column:

```python
pd.set_option('display.max_colwidth', None)
```

This will show the full `Explanation` text from the judge LLM in the notebook.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"Why does Pandas only display part of my column text, and how can I change that?","Pandas truncates column text by default to keep table output compact. The default maximum column width is 50 characters, so longer text gets shortened with `...`.

To show the full text, run:

```python
pd.set_option('display.max_colwidth', None)
```

This removes the width limit and displays the entire column content.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"What option do I need to set so a column with long text shows everything, not just 50 characters?","Set:

```python
pd.set_option('display.max_colwidth', None)
```

This removes the 50-character truncation and shows the full text.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
How can I normalize a vector stored in a Pandas DataFrame column?,"You can normalize each vector by dividing it by its L2 norm:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
What’s the easiest way to make every vector in a Pandas Series have length 1?,"The easiest way is to normalize each vector by dividing it by its L2 norm:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
series = series.apply(normalize_vec)
```

This makes every vector have length 1.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
